,RunId,iteration,Step,walls,boxes,time,visionRange,rows,columns,Scanner Agent Moves,Minion Random Moves,Minion Destination Movements,Minion 1 Total Piled Boxes,Minion 2 Total Piled Boxes,Minion 3 Total Piled Boxes,Minion 4 Total Piled Boxes,Minion 5 Total Piled Boxes,Percentage piled boxes
212,2,2,10,2,6,500,10,21,21,11,48,6,0,1,0,0,0,0.0
213,2,2,11,2,6,500,10,21,21,12,51,7,1,1,0,0,0,0.0
214,2,2,12,2,6,500,10,21,21,13,54,9,1,1,0,0,0,0.0
215,2,2,13,2,6,500,10,21,21,14,57,11,1,1,0,0,0,0.0
216,2,2,14,2,6,500,10,21,21,15,59,14,1,1,0,0,0,0.0
217,2,2,15,2,6,500,10,21,21,16,61,17,1,1,0,0,0,0.0
218,2,2,16,2,6,500,10,21,21,17,63,20,1,1,0,0,0,0.0
219,2,2,17,2,6,500,10,21,21,18,65,23,1,1,0,0,0,0.0
220,2,2,18,2,6,500,10,21,21,19,67,26,1,1,0,0,0,0.0
221,2,2,19,2,6,500,10,21,21,20,69,29,1,1,0,0,0,0.0
222,2,2,20,2,6,500,10,21,21,21,71,32,1,1,0,0,0,0.0
223,2,2,21,2,6,500,10,21,21,22,73,34,1,1,1,0,0,0.0
224,2,2,22,2,6,500,10,21,21,23,75,37,1,1,1,0,0,0.0
225,2,2,23,2,6,500,10,21,21,24,77,40,1,1,1,0,0,0.0
226,2,2,24,2,6,500,10,21,21,25,79,43,1,1,1,0,0,0.0
227,2,2,25,2,6,500,10,21,21,26,80,47,1,1,1,0,0,0.0
228,2,2,26,2,6,500,10,21,21,27,81,51,1,1,1,0,0,0.0
229,2,2,27,2,6,500,10,21,21,28,82,55,1,1,1,0,0,0.0
230,2,2,28,2,6,500,10,21,21,29,83,58,1,1,1,1,0,0.0
231,2,2,29,2,6,500,10,21,21,30,84,62,1,1,1,1,0,0.0
232,2,2,30,2,6,500,10,21,21,31,85,66,1,1,1,1,0,0.0
233,2,2,31,2,6,500,10,21,21,32,86,70,1,1,1,1,0,0.0
234,2,2,32,2,6,500,10,21,21,33,87,74,1,1,1,1,0,0.0
235,2,2,33,2,6,500,10,21,21,34,88,78,1,1,1,1,0,0.0
236,2,2,34,2,6,500,10,21,21,35,89,82,1,1,1,1,0,0.0
237,2,2,35,2,6,500,10,21,21,36,90,86,1,1,1,1,0,16.666666666666668
238,2,2,36,2,6,500,10,21,21,37,92,89,1,1,1,1,0,16.666666666666668
239,2,2,37,2,6,500,10,21,21,38,94,92,1,1,1,1,0,16.666666666666668
240,2,2,38,2,6,500,10,21,21,39,96,95,1,1,1,1,0,16.666666666666668
241,2,2,39,2,6,500,10,21,21,40,98,98,1,1,1,1,0,16.666666666666668
242,2,2,40,2,6,500,10,21,21,41,100,101,1,1,1,1,0,16.666666666666668
243,2,2,41,2,6,500,10,21,21,42,102,104,1,1,1,1,0,33.333333333333336
244,2,2,42,2,6,500,10,21,21,43,105,106,1,1,1,1,0,33.333333333333336
245,2,2,43,2,6,500,10,21,21,44,108,108,1,1,1,1,0,33.333333333333336
246,2,2,44,2,6,500,10,21,21,45,111,110,1,1,1,1,0,33.333333333333336
247,2,2,45,2,6,500,10,21,21,46,114,112,1,1,1,1,0,33.333333333333336
248,2,2,46,2,6,500,10,21,21,47,117,114,1,1,1,1,0,50.0
249,2,2,47,2,6,500,10,21,21,48,121,115,1,1,1,1,0,50.0
250,2,2,48,2,6,500,10,21,21,49,125,116,1,1,1,1,0,50.0
251,2,2,49,2,6,500,10,21,21,50,129,117,1,1,1,1,0,50.0
252,2,2,50,2,6,500,10,21,21,51,133,118,1,1,1,1,0,50.0
253,2,2,51,2,6,500,10,21,21,52,137,119,1,1,1,1,0,50.0
254,2,2,52,2,6,500,10,21,21,53,141,120,1,1,1,1,0,66.66666666666667
255,2,2,53,2,6,500,10,21,21,54,146,120,1,1,1,1,0,66.66666666666667
256,2,2,54,2,6,500,10,21,21,55,151,120,1,1,1,1,0,66.66666666666667
257,2,2,55,2,6,500,10,21,21,56,156,120,1,1,1,1,0,66.66666666666667
258,2,2,56,2,6,500,10,21,21,57,161,120,1,1,1,1,0,66.66666666666667
259,2,2,57,2,6,500,10,21,21,58,166,120,1,1,1,1,0,66.66666666666667
260,2,2,58,2,6,500,10,21,21,59,171,120,1,1,1,1,0,66.66666666666667
261,2,2,59,2,6,500,10,21,21,60,176,120,1,1,1,1,0,66.66666666666667
262,2,2,60,2,6,500,10,21,21,61,181,120,1,1,1,1,0,66.66666666666667
263,2,2,61,2,6,500,10,21,21,62,186,120,1,1,1,1,0,66.66666666666667
264,2,2,62,2,6,500,10,21,21,63,191,120,1,1,1,1,0,66.66666666666667
265,2,2,63,2,6,500,10,21,21,64,196,120,1,1,1,1,0,66.66666666666667
266,2,2,64,2,6,500,10,21,21,65,201,120,1,1,1,1,0,66.66666666666667
267,2,2,65,2,6,500,10,21,21,66,206,120,1,1,1,1,0,66.66666666666667
268,2,2,66,2,6,500,10,21,21,67,211,120,1,1,1,1,0,66.66666666666667
269,2,2,67,2,6,500,10,21,21,68,216,120,1,1,1,1,0,66.66666666666667
270,2,2,68,2,6,500,10,21,21,69,221,120,1,1,1,1,0,66.66666666666667
271,2,2,69,2,6,500,10,21,21,70,226,120,1,1,1,1,0,66.66666666666667
272,2,2,70,2,6,500,10,21,21,71,231,120,1,1,1,1,0,66.66666666666667
273,2,2,71,2,6,500,10,21,21,72,236,120,1,1,1,1,0,66.66666666666667
274,2,2,72,2,6,500,10,21,21,73,241,120,1,1,1,1,0,66.66666666666667
275,2,2,73,2,6,500,10,21,21,74,246,120,1,1,1,1,0,66.66666666666667
276,2,2,74,2,6,500,10,21,21,75,251,120,1,1,1,1,0,66.66666666666667
277,2,2,75,2,6,500,10,21,21,76,256,120,1,1,1,1,0,66.66666666666667
278,2,2,76,2,6,500,10,21,21,77,261,120,1,1,1,1,0,66.66666666666667
279,2,2,77,2,6,500,10,21,21,78,266,120,1,1,1,1,0,66.66666666666667
280,2,2,78,2,6,500,10,21,21,79,271,120,1,1,1,1,0,66.66666666666667
281,2,2,79,2,6,500,10,21,21,80,276,120,1,1,1,1,0,66.66666666666667
282,2,2,80,2,6,500,10,21,21,81,281,120,1,1,1,1,0,66.66666666666667
283,2,2,81,2,6,500,10,21,21,82,286,120,1,1,1,1,0,66.66666666666667
284,2,2,82,2,6,500,10,21,21,83,291,120,1,1,1,1,0,66.66666666666667
285,2,2,83,2,6,500,10,21,21,84,296,120,1,1,1,1,0,66.66666666666667
286,2,2,84,2,6,500,10,21,21,85,300,121,1,1,1,1,0,66.66666666666667
287,2,2,85,2,6,500,10,21,21,86,304,122,1,1,1,1,0,66.66666666666667
288,2,2,86,2,6,500,10,21,21,87,308,123,1,1,1,1,0,66.66666666666667
289,2,2,87,2,6,500,10,21,21,88,312,124,1,1,1,1,0,66.66666666666667
290,2,2,88,2,6,500,10,21,21,89,316,125,1,1,1,1,0,66.66666666666667
291,2,2,89,2,6,500,10,21,21,90,320,126,1,1,1,1,0,66.66666666666667
292,2,2,90,2,6,500,10,21,21,91,324,127,1,1,1,1,0,66.66666666666667
293,2,2,91,2,6,500,10,21,21,92,328,127,2,1,1,1,0,66.66666666666667
294,2,2,92,2,6,500,10,21,21,93,332,128,2,1,1,1,0,66.66666666666667
295,2,2,93,2,6,500,10,21,21,94,336,129,2,1,1,1,0,66.66666666666667
296,2,2,94,2,6,500,10,21,21,95,340,130,2,1,1,1,0,66.66666666666667
297,2,2,95,2,6,500,10,21,21,96,344,131,2,1,1,1,0,66.66666666666667
298,2,2,96,2,6,500,10,21,21,97,348,132,2,1,1,1,0,66.66666666666667
299,2,2,97,2,6,500,10,21,21,98,352,133,2,1,1,1,0,66.66666666666667
300,2,2,98,2,6,500,10,21,21,99,356,134,2,1,1,1,0,66.66666666666667
301,2,2,99,2,6,500,10,21,21,100,360,135,2,1,1,1,0,66.66666666666667
302,2,2,100,2,6,500,10,21,21,101,364,136,2,1,1,1,0,66.66666666666667
303,3,3,0,2,6,500,10,21,21,1,5,0,0,0,0,0,0,0.0
304,3,3,1,2,6,500,10,21,21,2,9,1,0,0,0,0,0,0.0
305,3,3,2,2,6,500,10,21,21,3,13,2,0,0,0,0,0,0.0
306,3,3,3,2,6,500,10,21,21,4,17,3,0,0,0,0,0,0.0
307,3,3,4,2,6,500,10,21,21,5,21,4,0,0,0,0,0,0.0
308,3,3,5,2,6,500,10,21,21,6,25,5,0,0,0,0,0,0.0
309,3,3,6,2,6,500,10,21,21,7,29,6,0,0,0,0,0,0.0
310,3,3,7,2,6,500,10,21,21,8,33,7,0,0,0,0,0,0.0
311,3,3,8,2,6,500,10,21,21,9,37,8,0,0,0,0,0,0.0
312,3,3,9,2,6,500,10,21,21,10,41,9,0,0,0,0,0,0.0
313,3,3,10,2,6,500,10,21,21,11,45,10,0,0,0,0,0,0.0
314,3,3,11,2,6,500,10,21,21,12,49,11,0,0,0,0,0,0.0
315,3,3,12,2,6,500,10,21,21,13,53,12,0,0,0,0,0,0.0
316,3,3,13,2,6,500,10,21,21,14,57,13,0,0,0,0,0,0.0
317,3,3,14,2,6,500,10,21,21,15,61,13,1,0,0,0,0,0.0
